EMDB id,Status,Entry_Title,Entry_Authors,Deposit_Date,Map_Release,Resolution,Method,Detector,Energy_Filter,Associated_PDB,Citation_Authors,Citation_Year,Journal
EMD-6982,REL,RNA polymerase II elongation complex stalled at SHL(-5) of the nucleosome,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine S, Kurumizaka H",6/25/2018,10/3/2018,7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a5p,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine SI, Kurumizaka H",2018,Science
EMD-6983,REL,RNA polymerase II elongation complex stalled at SHL(-2) of the nucleosome,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine S, Kurumizaka H",6/25/2018,10/3/2018,8.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a5r,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine SI, Kurumizaka H",2018,Science
EMD-6984,REL,RNA polymerase II elongation complex stalled at SHL(-1) of the nucleosome,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine S, Kurumizaka H",6/25/2018,10/3/2018,6.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a5t,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine SI, Kurumizaka H",2018,Science
EMD-6985,REL,RNA polymerase II elongation complex stalled at SHL(-1) of the nucleosome  with foreign DNA  tilt conformation,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine S, Kurumizaka H",6/25/2018,10/3/2018,7.6,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a5u,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine SI, Kurumizaka H",2018,Science
EMD-6986,REL,RNA polymerase II elongation complex stalled at SHL(-1) of the nucleosome  with foreign DNA (+1 position),"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine S, Kurumizaka H",6/25/2018,10/3/2018,6.9,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a5v,"Kujirai T, Ehara H, Fujino Y, Shirouzu M, Sekine SI, Kurumizaka H",2018,Science
EMD-6987,REL,Cryo-EM structure of a P-type ATPase,"Gong DS, Chi XM, Ren K, Huang GXY, Zhou GW, Yan N, Lei JL, Zhou Q",6/27/2018,9/19/2018,4.1,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a69,"Gong D, Chi X, Ren K, Huang G, Zhou G, Yan N, Lei J, Zhou Q",2018,Nat Commun
EMD-6988,REL,cryo-em structure of alpha-synuclein fiber,"Li YW, Zhao CY, Luo F, Liu Z, Gui X, Luo Z, Zhang X, Li D, Liu C, Li X",6/27/2018,7/11/2018,3.1,helical,GATAN K2 SUMMIT (4k x 4k),,6a6b,"Li Y, Zhao C, Luo F, Liu Z, Gui X, Luo Z, Zhang X, Li D, Liu C, Li X",2018,Cell Res
EMD-6989,REL,Inner capsid of Rice Dwarf Virus with T-trimers (Full particle),"Nakamichi Y, Miyazaki N, Tsutsumi K, Higashiura A, Narita H, Murata K, Nakagawa A",6/28/2018,1/16/2019,6.4,singleParticle,FEI FALCON II (4k x 4k),,,"Nakamichi Y, Miyazaki N, Tsutsumi K, Higashiura A, Narita H, Murata K, Nakagawa A",2019,Structure
EMD-6990,REL,Inner capsid of Rice Dwarf Virus with T-trimers (empty particle),"Nakamichi Y, Miyazaki N, Tsutsumi K, Higashiura A, Narita H, Murata K, Nakagawa A",6/28/2018,1/16/2019,6.3,singleParticle,FEI FALCON II (4k x 4k),,,"Nakamichi Y, Miyazaki N, Tsutsumi K, Higashiura A, Narita H, Murata K, Nakagawa A",2019,Structure
EMD-6991,REL,Structure of the human PKD1/PKD2 complex,"Su Q, Hu F, Ge X, Lei J, Yu S, Wang T, Zhou Q, Mei C, Shi Y",6/29/2018,8/15/2018,3.6,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a70,"Su Q, Hu F, Ge X, Lei J, Yu S, Wang T, Zhou Q, Mei C, Shi Y",2018,Science
EMD-6992,REL,Structure of the human PKD1/PKD2 complex,"Su Q, Hu F, Ge X, Lei J, Yu S, Wang T, Zhou Q, Mei C, Shi Y",6/30/2018,8/15/2018,3.2,singleParticle,GATAN K2 SUMMIT (4k x 4k),,,"Su Q, Hu F, Ge X, Lei J, Yu S, Wang T, Zhou Q, Mei C, Shi Y",2018,Science
EMD-6993,REL,The cryo-EM structure of filamentous bacteriophage IKe applied with C5 and helical parameters.,"Xu JW, Dayan N, Goldbourt A, Xiang Y",7/3/2018,2/27/2019,3.4,helical,GATAN K2 SUMMIT (4k x 4k),,6a7f,"Xu J, Dayan N, Goldbourt A, Xiang Y",2019,Proc Natl Acad Sci USA
EMD-6994,REL,The asymmetric cryo-EM reconstruction of filamentous bacteriophage IKe,"Xu JW, Dayan N, Goldbourt A, Xiang Y",7/3/2018,2/27/2019,4.5,helical,GATAN K2 SUMMIT (4k x 4k),,6a7f,"Xu J, Dayan N, Goldbourt A, Xiang Y",2019,Proc Natl Acad Sci USA
EMD-6995,REL,Complex of voltage-gated sodium channel NavPaS from American cockroach Periplaneta americana and Dc1a,"Shen HZ, li ZQ, Jiang Y, Pan XJ, Wu JP, Cristofori-Armstrong B, Smith JJ, Chin YKY, Lei JL, Zhou Q, King GF, Yan N",7/11/2018,8/8/2018,2.8,singleParticle,GATAN K2 QUANTUM (4k x 4k),,6a90,"Shen H, Li Z, Jiang Y, Pan X, Wu J, Cristofori-Armstrong B, Smith JJ, Chin YKY, Lei J, Zhou Q, King GF, Yan N",2018,Science
EMD-6996,REL,Complex of voltage-gated sodium channel NavPaS from American cockroach Periplaneta americana bound with saxitoxin and Dc1a,"Shen HZ, li ZQ, Jiang Y, Pan XJ, Wu JP, Cristofori-Armstrong B, Smith JJ, Chin YKY, Lei JL, Zhou Q, King GF, Yan N",7/11/2018,8/8/2018,3.2,singleParticle,GATAN K2 QUANTUM (4k x 4k),,6a91,"Shen H, Li Z, Jiang Y, Pan X, Wu J, Cristofori-Armstrong B, Smith JJ, Chin YKY, Lei J, Zhou Q, King GF, Yan N",2018,Science
EMD-6997,REL,Complex of voltage-gated sodium channel NavPaS from American cockroach Periplaneta americana bound with tetrodotoxin and Dc1a,"Shen HZ, li ZQ, Jiang Y, Pan XJ, Wu JP, Cristofori-Armstrong B, Smith JJ, Chin YKY, Lei JL, Zhou Q, King GF, Yan N",7/11/2018,8/8/2018,2.6,singleParticle,GATAN K2 QUANTUM (4k x 4k),,6a95,"Shen H, Li Z, Jiang Y, Pan X, Wu J, Cristofori-Armstrong B, Smith JJ, Chin YKY, Lei J, Zhou Q, King GF, Yan N",2018,Science
EMD-6998,REL,Cryo-EM structure of the human alpha5beta3 GABAA receptor in complex with GABA and Nb25,"Liu S, Xu L, Guan F, Liu YT, Cui Y, Zhang Q, Bi GQ, Zhou ZH, Zhang X, Ye S",7/11/2018,10/3/2018,3.5,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6a96,"Liu S, Xu L, Guan F, Liu YT, Cui Y, Zhang Q, Zheng X, Bi GQ, Zhou ZH, Zhang X, Ye S",2018,Cell Res
EMD-6999,REL,Cryo-EM structure of T=1 Penaeus vannamei nodavirus,"Chen NC, Miyazaki N, Yoshimura M, Guan HH, Lin CC, Iwasaki K, Chen CJ",7/20/2018,3/20/2019,3.7,singleParticle,FEI FALCON III (4k x 4k),,6ab5,"Chen NC, Yoshimura M, Miyazaki N, Guan HH, Chuankhayan P, Lin CC, Chen SK, Lin PJ, Huang YC, Iwasaki K, Nakagawa A, Chan SI, Chen CJ",2019,Commun Biol
EMD-7000,REL,Subtomogram average of microtubule-bound dynein-dynactin-BICD2N complex,"Grotjahn DA, Chowdhury S, Xu Y, McKenney RJ, Schroer TA, Lander GC",8/23/2017,9/20/2017,38,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),,,"Grotjahn DA, Chowdhury S, Xu Y, McKenney RJ, Schroer TA, Lander GC",2018,Nat Struct Mol Biol
EMD-7001,REL,Subtomogram average of two dynein tail domains bound to dynactin-Hook3 complex,"Grotjahn DA, Chowdhury S, Xu Y, McKenney RJ, Schroer TA, Lander GC",8/23/2017,9/20/2017,38,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),,,"Grotjahn DA, Chowdhury S, Xu Y, McKenney RJ, Schroer TA, Lander GC",2018,Nat Struct Mol Biol
EMD-7002,REL,CryoEM structure of E.coli his pause elongation complex,"Kang JY, Landick R, Darst SA",8/25/2017,3/28/2018,3.8,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6asx,"Kang JY, Mishanina TV, Bellecourt MJ, Mooney RA, Darst SA, Landick R",2018,Mol Cell
EMD-7003,REL,Eilat virus/Venezuelan equine encephalitis virus chimeric vaccine candidate,"Kaelber JT, Erasmus JH, Weaver SC, Nasar F, Chiu W",8/31/2017,11/22/2017,8.4,singleParticle,DIRECT ELECTRON DE-20 (5k x 3k),In-column Omega Filter,,"Erasmus JH, Seymour RL, Kaelber JT, Kim DY, Leal G, Sherman MB, Frolov I, Chiu W, Weaver SC, Nasar F",2018,J Virol
EMD-7004,REL,Eilat virus/eastern equine encephalitis virus chimeric vaccine candidate,"Sherman MB, Erasmus JH, Frolov I, Weaver SC, Nasar F",8/31/2017,11/22/2017,11,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),In-column Omega Filter,,"Erasmus JH, Seymour RL, Kaelber JT, Kim DY, Leal G, Sherman MB, Frolov I, Chiu W, Weaver SC, Nasar F",2018,J Virol
EMD-7005,REL,Negative stain reconstruction of the peroxisomal AAA-ATPase Pex1/Pex6 complex associated with substrate Pex15,"Chowdhury S, Gardner BM, Castanzo DT, Stjepanovic G, Stefely MS, Hurley JH, Martin A, Lander GC",9/1/2017,12/20/2017,23.2,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Gardner BM, Castanzo DT, Chowdhury S, Stjepanovic G, Stefely MS, Hurley JH, Lander GC, Martin A",2018,Nat Commun
EMD-7006,REL,Human ribonucleotide reductase large subunit (alpha) with dATP and CDP,"Brignole EJ, Drennan CL, Asturias FJ, Tsai KL, Penczek PA",9/1/2017,4/18/2018,3.3,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6aui,"Brignole EJ, Tsai KL, Chittuluru J, Li H, Aye Y, Penczek PA, Stubbe J, Drennan CL, Asturias F",2018,Elife
EMD-7007,REL,CryoEM structure of Mical Oxidized Actin (Class 1),"Grintsevich EE, Ge P, Sawaya MR, Yesilyurt HG, Terman JR, Zhou ZH, Reisler E",9/1/2017,1/17/2018,3.9,helical,GATAN K2 SUMMIT (4k x 4k),Gatan Bio Quantum,6av9,"Grintsevich EE, Ge P, Sawaya MR, Yesilyurt HG, Terman JR, Zhou ZH, Reisler E",2017,Nat Commun
EMD-7008,REL,CryoEM structure of Mical Oxidized Actin (Class 1),"Grintsevich EE, Ge P, Sawaya MR, Yesilyurt HG, Terman JR, Zhou ZH, Reisler E",9/1/2017,1/17/2018,3.9,helical,GATAN K2 SUMMIT (4k x 4k),Gatan Bio Quantum,6avb,"Grintsevich EE, Ge P, Sawaya MR, Yesilyurt HG, Terman JR, Zhou ZH, Reisler E",2017,Nat Commun
EMD-7009,REL,Structure of an acid sensing ion channel in a resting state at high pH,"Yoder N, Yoshioka C, Gouaux E",9/2/2017,3/21/2018,3.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6ave,"Yoder N, Yoshioka C, Gouaux E",2018,Nature
EMD-7010,REL,Cryo-EM structure of human immunoproteasome with a novel noncompetitive inhibitor that selectively inhibits activated lymphocytes,"Li H, Santos R, Bai L",9/4/2017,12/6/2017,3.8,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6avo,"Santos RLA, Bai L, Singh PK, Murakami N, Fan H, Zhan W, Zhu Y, Jiang X, Zhang K, Assker JP, Nathan CF, Li H, Azzi J, Lin G",2017,Nat Commun
EMD-7011,REL,The Therapeutic Antibody LM609 Selectively Inhibits Ligand Binding to Human alpha-V beta-3 Integrin via Steric Hindrance,"Borst AJ, James ZN, Zagotta WN, Ginsberg M, Rey FA, DiMaio F, Backovic M, Veesler D",9/4/2017,11/1/2017,35,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),,6avq,"Borst AJ, James ZM, Zagotta WN, Ginsberg M, Rey FA, DiMaio F, Backovic M, Veesler D",2017,Structure
EMD-7012,REL,Human alpha-V beta-3 Integrin (intermediate conformation) in complex with the therapeutic antibody LM609,"Borst AJ, James ZN, Zagotta WN, Ginsberg M, Rey FA, DiMaio F, Backovic M, Veesler D",9/4/2017,11/1/2017,35,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),,6avr,"Borst AJ, James ZM, Zagotta WN, Ginsberg M, Rey FA, DiMaio F, Backovic M, Veesler D",2017,Structure
EMD-7013,REL,Human alpha-V beta-3 Integrin (open conformation) in complex with the therapeutic antibody LM609,"Borst AJ, James ZN, Zagotta WN, Ginsberg M, Rey FA, DiMaio F, Backovic M, Veesler D",9/4/2017,11/1/2017,35,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),,6avu,"Borst AJ, James ZM, Zagotta WN, Ginsberg M, Rey FA, DiMaio F, Backovic M, Veesler D",2017,Structure
EMD-7014,REL,Structure of 30S ribosomal subunit and RNA polymerase complex in non-rotated state,"Demo G, Rasouly A, Vasilyev N, Loveland AB, Diaz-Avalos R, Grigorieff N, Nudler E, Korostelev AA",9/5/2017,10/18/2017,6.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6awb,"Demo G, Rasouly A, Vasilyev N, Svetlov V, Loveland AB, Diaz-Avalos R, Grigorieff N, Nudler E, Korostelev AA",2017,Elife
EMD-7015,REL,Structure of 30S ribosomal subunit and RNA polymerase complex in rotated state,"Demo G, Rasouly A, Vasilyev N, Loveland AB, Diaz-Avalos R, Grigorieff N, Nudler E, Korostelev AA",9/5/2017,10/18/2017,7.9,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6awc,"Demo G, Rasouly A, Vasilyev N, Svetlov V, Loveland AB, Diaz-Avalos R, Grigorieff N, Nudler E, Korostelev AA",2017,Elife
EMD-7016,REL,Structure of 30S (S1 depleted) ribosomal subunit and RNA polymerase complex,"Demo G, Rasouly A, Vasilyev N, Loveland AB, Diaz-Avalos R, Grigorieff N, Nudler E, Korostelev AA",9/5/2017,10/18/2017,8.1,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6awd,"Demo G, Rasouly A, Vasilyev N, Svetlov V, Loveland AB, Diaz-Avalos R, Grigorieff N, Nudler E, Korostelev AA",2017,Elife
EMD-7017,REL,Segment from bank vole prion protein 168-176 QYNNQNNFV,"Glynn C, Rodriguez JA, Boyer DR, Gallagher-Jones M",9/7/2017,1/17/2018,,twoDCrystal,TVIPS TEMCAM-F416 (4k x 4k),,6axz,"Gallagher-Jones M, Glynn C, Boyer DR, Martynowycz MW, Hernandez E, Miao J, Zee CT, Novikova IV, Goldschmidt L, McFarlane HT, Helguera GF, Evans JE, Sawaya MR, Cascio D, Eisenberg DS, Gonen T, Rodriguez JA",2018,Nat Struct Mol Biol
EMD-7018,REL,Human apo-TRPML3 channel at pH 7.4,"Zhou X, Li M, Su D, Jia Q, Li H, Li X, Yang J",9/8/2017,11/8/2017,4.1,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6aye,"Zhou X, Li M, Su D, Jia Q, Li H, Li X, Yang J",2017,Nat Struct Mol Biol
EMD-7019,REL,TRPML3/ML-SA1 complex at pH 7.4,"Zhou X, Li M, Su D, Jia Q, Li H, Li X, Yang J",9/8/2017,11/8/2017,3.6,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6ayf,"Zhou X, Li M, Su D, Jia Q, Li H, Li X, Yang J",2017,Nat Struct Mol Biol
EMD-7020,REL,Human Apo-TRPML3 channel at pH 4.8,"Zhou X, Li M, Su D, Jia Q, Li H, Li X, Yang J",9/8/2017,11/8/2017,4.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6ayg,"Zhou X, Li M, Su D, Jia Q, Li H, Li X, Yang J",2017,Nat Struct Mol Biol
EMD-7021,REL,Structure of influenza hemagglutinin from A/New Caledonia/20/99 in complex with FAB 441D6.,"Gallagher JR, Harris AK",9/8/2017,11/21/2018,8,singleParticle,FEI FALCON II (4k x 4k),,,"Kanekiyo M, Joyce MG, Gillespie RA, Gallagher JR, Andrews SF, Yassine HM, Wheatley AK, Fisher BE, Ambrozak DR, Creanga A, Leung K, Sung Yang E, Georgiev IS, Tsybovsky Y, Prabhakaran MS, Andersen H, Kong W, Baxa U, Koup RA, Kwong PD, Harris AK, McDermott AB, Mascola JR, Graham BS",,To Be Published
EMD-7023,REL,Mitochondrial ATPase Protease YME1,"Puchades C, Rampello AJ, Shin M, Giuliano C, Wiseman RL, Glynn SE, Lander GC",9/9/2017,11/15/2017,3.4,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6az0,"Puchades C, Rampello AJ, Shin M, Giuliano CJ, Wiseman RL, Glynn SE, Lander GC",2017,Science
EMD-7024,REL,Cryo-EM structure of the small subunit of Leishmania ribosome bound to paromomycin,"Shalev-Benami M, Zhang Y, Rozenberg H, Matzov D, Zimmerman E, Bashan A, Jaffe CL, Yonath A, Skiniotis G",9/9/2017,12/6/2017,2.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6az1,"Shalev-Benami M, Zhang Y, Rozenberg H, Nobe Y, Taoka M, Matzov D, Zimmerman E, Bashan A, Isobe T, Jaffe CL, Yonath A, Skiniotis G",2017,Nat Commun
EMD-7025,REL,Cryo-EM structure of of the large subunit of Leishmania ribosome bound to paromomycin,"Shalev-Benami M, Zhang Y, Rozenberg H, Nobe Y, Taoka M, Matzov D, Zimmerman E, Bashan A, Isobe T, Jaffe CL, Yonath A, Skiniotis G",9/9/2017,12/6/2017,2.5,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6az3,"Shalev-Benami M, Zhang Y, Rozenberg H, Nobe Y, Taoka M, Matzov D, Zimmerman E, Bashan A, Isobe T, Jaffe CL, Yonath A, Skiniotis G",2017,Nat Commun
EMD-7026,REL,KLP10A-AMPPNP in complex with curved tubulin and a microtubule,"Benoit MPMH, Asenjo AB, Sosa H",9/14/2017,5/2/2018,3.5,helical,GATAN K2 SUMMIT (4k x 4k),,6b0c,"Benoit MPMH, Asenjo AB, Sosa H",2018,Nat Commun
EMD-7027,REL,Apo KLP10A in complex with a microtubule,"Benoit MPMH, Asenjo AB, Sosa H",9/14/2017,5/2/2018,3.8,helical,GATAN K2 SUMMIT (4k x 4k),,6b0i,"Benoit MPMH, Asenjo AB, Sosa H",2018,Nat Commun
EMD-7028,REL,KLP10A-AMPPNP in complex with a microtubule,"Benoit MPMH, Asenjo AB, Sosa H",9/14/2017,5/2/2018,4,helical,GATAN K2 SUMMIT (4k x 4k),,6b0l,"Benoit MPMH, Asenjo AB, Sosa H",2018,Nat Commun
EMD-7029,REL,CryoEM map from poorly ordered myosin thick filaments isolated from asynchronous flight muscle of the large waterbug Lethocerus indicus,"Taylor KA, Taylor D, Hu Z, Edwards RJ",9/15/2017,10/11/2017,6.4,singleParticle,DIRECT ELECTRON DE-20 (5k x 3k),,,"Hu Z, Taylor DW, Edwards RJ, Taylor KA",2017,J Struct Biol
EMD-7030,REL,Staphylococcus aureus phage 80alpha procapsid,"Kizziah JL, Dearborn AD, Dokland T",9/15/2017,10/18/2017,3.8,singleParticle,DIRECT ELECTRON DE-20 (5k x 3k),,6b0x,"Dearborn AD, Wall EA, Kizziah JL, Klenow L, Parker LK, Manning KA, Spilman MS, Spear JM, Christie GE, Dokland T",2017,Elife
EMD-7031,REL,Architecture of HIV-1 reverse transcriptase initiation complex core,"Larsen KP, Mathiharan YK, Chen DH, Puglisi JD, Skiniotis G, Puglisi EV",9/18/2017,4/25/2018,4.5,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6b19,"Larsen KP, Mathiharan YK, Kappel K, Coey AT, Chen DH, Barrero D, Madigan L, Puglisi JD, Skiniotis G, Puglisi EV",2018,Nature
EMD-7032,REL,Global architecture of the HIV-1 reverse transcriptase initiation complex,"Larsen KP, Mathiharan YK, Chen DH, Puglisi JD, Skiniotis G, Puglisi EV",9/18/2017,5/2/2018,8,singleParticle,GATAN K2 SUMMIT (4k x 4k),,,"Larsen KP, Mathiharan YK, Kappel K, Coey AT, Chen DH, Barrero D, Madigan L, Puglisi JD, Skiniotis G, Puglisi EV",2018,Nature
EMD-7033,REL,Emptied phiX174 complexed with lipopolysaccharides after DNA ejection,"Rossmann MG, Sun Y, Klose T, Roznowski A, Fane BA, Pollack L, Tokuda J, Mauney A",9/18/2017,12/6/2017,9.9,singleParticle,GATAN K2 SUMMIT (4k x 4k),,,"Sun Y, Roznowski AP, Tokuda JM, Klose T, Mauney A, Pollack L, Fane BA, Rossmann MG",2017,Proc Natl Acad Sci USA
EMD-7034,REL,Improved cryoEM structure of human adenovirus type 5 with atomic details of minor proteins VI and VII,"Dai XH, Wu L, Sun R, Zhou ZH",9/18/2017,9/27/2017,3.2,singleParticle,GATAN K2 SUMMIT (4k x 4k),Gatan Image Filter,6b1t,"Dai X, Wu L, Sun R, Zhou ZH",2017,J Virol
EMD-7035,REL,Staphylococcus aureus pathogenicity island 1 80alpha-derived procapsid,"Kizziah JL, Dearborn AD, Dokland T",9/19/2017,10/18/2017,3.7,singleParticle,DIRECT ELECTRON DE-20 (5k x 3k),,6b23,"Dearborn AD, Wall EA, Kizziah JL, Klenow L, Parker LK, Manning KA, Spilman MS, Spear JM, Christie GE, Dokland T",2017,Elife
EMD-7036,REL,Cryo-EM structure of the dimeric FO region of yeast mitochondrial ATP synthase,"Guo H, Rubinstein JL",9/20/2017,11/8/2017,3.6,singleParticle,GATAN K2 QUANTUM (4k x 4k),,6b2z,"Guo H, Bueler SA, Rubinstein JL",2017,Science
EMD-7037,REL,Cryo-EM structure of the dimeric FO region of yeast mitochondrial ATP synthase with C1 symmetry,"Guo H, Rubinstein JL",9/21/2017,11/8/2017,3.7,singleParticle,GATAN K2 QUANTUM (4k x 4k),,,"Guo H, Bueler SA, Rubinstein JL",2017,Science
EMD-7038,REL,RNA Pol II elongation complex bound to Rad26,"Lahiri I, Leschziner AE",9/21/2017,12/13/2017,5.8,singleParticle,GATAN K2 SUMMIT (4k x 4k),,,"Xu J, Lahiri I, Wang W, Wier A, Cianfrocco MA, Chong J, Hare AA, Dervan PB, DiMaio F, Leschziner AE, Wang D",2017,Nature
EMD-7039,REL,3.3 angstrom phase-plate cryo-EM structure of a biased agonist-bound human GLP-1 receptor-Gs complex.,"Liang YL, Khoshouei M",9/22/2017,2/21/2018,3.3,singleParticle,GATAN K2 SUMMIT (4k x 4k),Gatan Quantum energy filter,6b3j,"Liang YL, Khoshouei M, Glukhova A, Furness SGB, Zhao P, Clydesdale L, Koole C, Truong TT, Thal DM, Lei S, Radjainia M, Danev R, Baumeister W, Wang MW, Miller LJ, Christopoulos A, Sexton PM, Wootten D",2018,Nature
EMD-7040,REL,Tectonic conformational changes of a coronavirus spike glycoprotein promote membrane fusion,"Walls AC, Tortorici MA, Snijder J, Xiong X, Bosch BJ, Rey FA, Veesler D",9/22/2017,10/4/2017,4.1,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6b3o,"Walls AC, Tortorici MA, Snijder J, Xiong X, Bosch BJ, Rey FA, Veesler D",2017,Proc Natl Acad Sci USA
EMD-7041,REL,Cryo-EM structure of human insulin degrading enzyme in complex with insulin,"Zhang Z, Liang WG, Bailey LJ, Tan YZ, Wei H, Kossiakoff AA, Carragher B, Potter SC, Tang WJ",9/22/2017,11/22/2017,3.7,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6b3q,"Zhang Z, Liang WG, Bailey LJ, Tan YZ, Wei H, Wang A, Farcasanu M, Woods VA, McCord LA, Lee D, Shang W, Deprez-Poulain R, Deprez B, Liu DR, Koide A, Koide S, Kossiakoff AA, Li S, Carragher B, Potter CS, Tang WJ",2018,Elife
EMD-7042,REL,Structure of the mechanosensitive channel Piezo1,"Guo YR, MacKinnon R",9/22/2017,12/20/2017,3.8,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6b3r,"Guo YR, MacKinnon R",2017,Elife
EMD-7043,REL,BbRAG1L-3'TIR synaptic complex with intact DNA refined with C1 symmetry,"Zhang Y, Cheng TC, Xiong Y, Schatz DG",9/25/2017,3/20/2019,5.3,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum LS,,"Zhang Y, Cheng TC, Surleac MD, Petrescu AJ, Xu A, Xiong Y, Schatz DG",,To Be Published
EMD-7044,REL,BbRAG1L- 3'TIR synaptic complex with intact DNA refined with C2 symmetry,"Zhang Y, Cheng TC, Xiong Y, Schatz DG",9/25/2017,3/20/2019,4.6,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum LS,,"Zhang Y, Cheng TC, Surleac MD, Petrescu AJ, Xu A, Xiong Y, Schatz DG",,To Be Published
EMD-7045,REL,BbRAGL-3'TIR synaptic complex with nicked DNA refined with c1 symmetry,"Zhang Y, Cheng TC, Xiong Y, Schatz DG",9/25/2017,3/20/2019,5,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum LS,,"Zhang Y, Cheng TC, Surleac MD, Petrescu AJ, Xu A, Xiong Y, Schatz DG",,To Be Published
EMD-7046,REL,BbRAGL-3'TIR synaptic complex with nicked DNA refined with C2 symmetry,"Zhang Y, Cheng TC, Xiong Y, Schatz DG",9/25/2017,3/20/2019,4.3,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum LS,6b40,"Zhang Y, Cheng TC, Surleac MD, Petrescu AJ, Xu A, Xiong Y, Schatz DG",,To Be Published
EMD-7047,REL,CryoEM structure and atomic model of the Kaposi's sarcoma-associated herpesvirus capsid,"Dai XH, Gong DY, Sun R, Zhou ZH",9/25/2017,11/8/2017,4.2,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6b43,"Dai X, Gong D, Lim H, Jih J, Wu TT, Sun R, Zhou ZH",2018,Nature
EMD-7048,REL,Cryo-EM structure of Type I-F CRISPR crRNA-guided Csy surveillance complex with bound target dsDNA,"Guo TW, Bartesaghi A, Yang H, Falconieri V, Rao P, Merk A, Fox T, Earl L, Patel DJ, Subramaniam S",9/25/2017,10/18/2017,2.9,singleParticle,GATAN K2 QUANTUM (4k x 4k),,6b44,"Guo TW, Bartesaghi A, Yang H, Falconieri V, Rao P, Merk A, Eng ET, Raczkowski AM, Fox T, Earl LA, Patel DJ, Subramaniam S",2017,Cell
EMD-7049,REL,Cryo-EM structure of Type I-F CRISPR crRNA-guided Csy surveillance complex,"Guo TW, Bartesaghi A, Yang H, Falconieri V, Rao P, Merk A, Fox T, Earl L, Patel DJ, Subramaniam S",9/25/2017,10/18/2017,3.5,singleParticle,GATAN K2 SUMMIT (4k x 4k),,6b45,"Guo TW, Bartesaghi A, Yang H, Falconieri V, Rao P, Merk A, Eng ET, Raczkowski AM, Fox T, Earl LA, Patel DJ, Subramaniam S",2017,Cell
EMD-7050,REL,Cryo-EM structure of Type I-F CRISPR crRNA-guided Csy surveillance complex with bound anti-CRISPR protein AcrF1,"Guo TW, Bartesaghi A, Yang H, Falconieri V, Rao P, Merk A, Fox T, Earl L, Patel DJ, Subramaniam S",9/25/2017,10/18/2017,3.1,singleParticle,GATAN K2 QUANTUM (4k x 4k),,6b46,"Guo TW, Bartesaghi A, Yang H, Falconieri V, Rao P, Merk A, Eng ET, Raczkowski AM, Fox T, Earl LA, Patel DJ, Subramaniam S",2017,Cell
